OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2408,2004-037A,2026-03-14T22:58:55.692192,12.45677098,.0016897,82.4873,24.8865,112.5574,247.7297,0,U,28419,999,97617,.11903326E-3,.27E-6,0
COSMOS 2409,2004-037B,2026-03-14T23:18:32.630400,12.45321406,.00143621,82.4869,28.0635,122.5707,237.6763,0,U,28420,999,97582,.18796212E-3,.37E-6,0
AMC-15,2004-041A,2026-03-14T14:51:20.103552,1.00272647,.0002318,0.0392,310.7237,40.4045,298.8890,0,U,28446,999,7835,0,-.9E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-03-14T22:14:32.401824,15.18569311,.00337429,97.2621,231.0757,188.4827,171.5842,0,U,28470,999,17347,.31863714E-3,.6618E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-03-14T19:06:24.298848,2.00573977,.01706878,55.1887,328.7004,313.2377,210.9067,0,U,28474,999,15653,0,-.62E-6,0
SWIFT,2004-047A,2026-03-14T15:54:09.066816,15.59759560,.00045527,20.5524,189.3466,76.6916,283.4036,0,U,28485,999,17204,.6781119E-3,.57893E-3,0
NANOSAT-1,2004-049B,2026-03-14T22:14:25.736928,14.79939500,.00031458,98.2109,208.3790,222.6161,137.4806,0,U,28493,999,14150,.2155391E-3,.1573E-4,0
COSMOS 2414,2005-002A,2026-03-14T14:13:07.996224,13.87916424,.00388784,82.9471,115.2090,237.9612,121.7773,0,U,28521,999,7069,.80031811E-4,.111E-5,0
NSS-10,2005-003A,2026-03-14T20:18:45.180000,1.00272480,.00031575,6.2121,71.5877,283.2127,84.8924,0,U,28526,999,5221,0,-.249E-5,0
INMARSAT 4-F1,2005-009A,2026-03-14T17:54:47.512800,1.00272562,.00028821,5.0400,42.7147,340.9877,235.4779,0,U,28628,999,7672,0,.36E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2026-03-14T18:47:14.822880,14.90786229,.00021479,97.5410,101.1029,63.0390,297.1048,0,U,28649,999,12975,.18601008E-3,.1777E-4,0
DIRECTV 8,2005-019A,2026-03-14T21:37:52.593024,1.00272490,.00032401,0.0184,162.6616,205.6395,9.6132,0,U,28659,999,7612,0,0,0
GALAXY 28 (G-28),2005-022A,2026-03-14T22:04:20.054784,1.00266622,.00022282,3.0545,80.1095,291.8888,104.5154,0,U,28702,999,5103,0,-.2E-5,0
SJ-7,2005-024A,2026-03-14T19:19:37.939872,15.20073827,.0016173,97.7403,101.4239,6.3997,353.7441,0,U,28737,999,13368,.52566453E-3,.1132E-3,0
THAICOM 4,2005-028A,2026-03-14T21:57:10.627776,1.00268290,.00019529,0.0259,156.0012,217.6069,247.7066,0,U,28786,999,5130,0,0,0
REIMEI (INDEX),2005-031B,2026-03-14T22:08:33.349344,15.09921095,.00211121,97.9998,193.6462,73.5053,286.8493,0,U,28810,999,11676,.47815091E-3,.7725E-4,0
ANIK F1R,2005-036A,2026-03-14T21:41:22.258176,1.00272196,.00029413,4.0700,77.7515,306.8956,5.9090,0,U,28868,999,4550,0,-.74E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-03-14T09:43:57.925920,2.00572369,.01285418,54.9554,277.0011,295.4769,267.0042,0,U,28874,999,14993,0,.32E-6,0
SYRACUSE 3A,2005-041B,2026-03-14T17:17:13.614144,1.00269894,.00037493,4.4021,77.0035,276.5467,124.2821,0,U,28885,999,7480,0,.132E-5,0
BEIJING 1,2005-043A,2026-03-14T22:29:17.971584,14.63466018,.0013828,98.2732,206.7091,212.6270,147.4078,0,U,28890,999,8686,.88550479E-4,.41E-5,0
SINAH 1,2005-043D,2026-03-14T22:46:12.622080,14.64080195,.00139543,98.2693,207.7999,207.0587,152.9890,0,U,28893,999,8673,.1116605E-3,.538E-5,0
CUBESAT XI-V,2005-043F,2026-03-14T09:43:22.234080,14.72342957,.00149649,98.2838,227.1185,143.2981,216.9253,0,U,28895,999,8780,.35702443E-3,.221E-4,0
INMARSAT 4-F2,2005-044A,2026-03-14T19:36:51.614784,1.00276549,.00027621,4.9700,43.7893,343.0106,223.3357,0,U,28899,999,7457,0,-.257E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-03-14T22:24:09.507168,12.55597019,.00087991,82.4741,7.9316,25.7801,42.8572,0,U,28908,999,92707,.10890376E-3,.28E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-03-13T12:11:24.692352,1.00267419,.00001841,9.1445,55.0898,58.1827,286.5308,0,U,28912,999,603,0,.128E-5,0
EUTELSAT 174A,2005-052A,2026-03-14T21:19:01.899552,1.00270318,.00062708,3.9783,77.6883,278.6664,309.9038,0,U,28924,999,5138,0,.1E-6,0
ECHOSTAR 10,2006-003A,2026-03-14T21:40:37.329312,1.00272619,.0001454,0.0426,303.9492,33.1088,50.4134,0,U,28935,999,7351,0,-.56E-6,0
SPAINSAT,2006-007A,2026-03-14T14:31:52.851648,1.00273488,.0004263,0.3169,88.7571,273.6108,357.6169,0,U,28945,999,7327,0,-.217E-5,0
JCSAT-5A,2006-010A,2026-03-14T21:44:15.660384,1.00274470,.00019696,0.8631,85.4200,327.5224,217.6791,0,U,29045,999,7282,0,-.328E-5,0
ASTRA 1KR,2006-012A,2026-03-14T22:17:26.298240,1.00273980,.00031717,0.2291,82.0111,268.3692,175.5026,0,U,29055,999,4475,0,.118E-5,0
RESURS-DK 1,2006-021A,2026-03-14T19:48:27.025920,15.12785899,.00013518,69.9325,223.7373,156.1400,203.9829,0,U,29228,999,8830,.23886139E-3,.4096E-4,0
GALAXY 16 (G-16),2006-023A,2026-03-14T21:43:52.017888,1.00270556,.00027347,0.0262,215.3386,152.1186,32.0093,0,U,29236,999,7202,0,-.127E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-03-14T23:03:52.266240,14.64594422,.0014925,97.8307,262.9601,17.9328,122.4268,0,U,29268,999,4768,.11523313E-3,.568E-5,0
EUTELSAT 33F,2006-032A,2026-03-14T20:38:50.752896,1.00274499,.00034678,1.4163,83.3344,277.3557,154.5830,0,U,29270,999,4636,0,.155E-5,0
JCSAT-3A,2006-033A,2026-03-14T21:05:48.167808,1.00272390,.0002074,0.0365,273.1842,90.9324,252.8059,0,U,29272,999,4679,0,-.346E-5,0
SYRACUSE 3B,2006-033B,2026-03-09T15:34:04.891008,1.00272288,.00040437,2.6424,81.3235,271.6877,51.1435,0,U,29273,999,7167,0,.23E-6,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-03-14T20:21:45.599616,1.00272940,.0001948,1.5396,84.2052,311.2025,195.5456,0,U,29349,999,4037,0,-.358E-5,0
HINODE (SOLAR-B),2006-041A,2026-03-14T14:43:54.990624,14.68483067,.00165257,98.0618,91.1404,224.9087,135.0782,0,U,29479,999,4099,.15156959E-3,.831E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-03-13T06:53:42.401184,2.00575008,.01065834,54.6981,155.1475,52.9845,319.1322,0,U,29486,999,14247,0,-.14E-6,0
DIRECTV 9S,2006-043A,2026-03-14T21:43:14.578176,1.00272135,.00032346,2.1757,82.0580,286.2115,28.8556,0,U,29494,999,5043,0,-.113E-5,0
OPTUS D1,2006-043B,2026-03-14T21:12:40.009824,1.00271555,.00038428,2.7903,80.8248,279.3381,282.4714,0,U,29495,999,7117,0,-.183E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-03-14T22:14:23.739360,15.15789804,.00047353,97.6495,114.3069,102.7676,257.4086,0,U,29505,999,5798,.51430397E-3,.9759E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-03-14T23:08:43.652832,15.01027169,.00137594,97.7079,103.6567,27.0353,333.1584,0,U,29506,999,5660,.19165456E-3,.2392E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-03-14T21:51:28.455264,14.14966670,.00094742,98.7413,82.3998,331.3578,28.7074,0,U,29522,999,99908,.12759619E-3,.203E-5,0
BADR-4,2006-051A,2026-03-14T20:36:50.943744,1.00269831,.00072288,1.7598,82.1644,269.9149,155.8497,0,U,29526,999,5032,0,.145E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-03-11T16:37:48.789984,2.00552224,.0087716,54.9554,217.8682,89.5016,271.4739,0,U,29601,999,14145,0,.33E-6,0
WILDBLUE-1,2006-054A,2026-03-14T21:40:22.352736,1.00272536,.00015717,2.5582,81.6859,277.5554,27.1608,0,U,29643,999,5284,0,-.49E-6,0
LAPAN-TUBSAT,2007-001A,2026-03-14T23:28:17.306112,14.85838389,.0013148,98.1339,71.0934,127.8812,232.3594,0,U,29709,999,3716,.25910078E-4,.168E-5,0
THEMIS A,2007-004A,2026-03-14T04:27:28.265184,0.87846514,.84005789,6.9118,118.9982,179.6773,182.3633,0,U,30580,999,4044,-.32176147E-1,-.14E-5,0
SKYNET 5A,2007-007B,2026-03-14T20:56:34.052640,1.00273944,.00038506,5.0614,74.8789,287.3119,219.6129,0,U,30794,999,6975,0,-.27E-5,0
THEMIS D,2007-004D,2026-03-14T21:56:13.333344,0.87835483,.83539311,6.7393,84.2768,217.2650,39.5256,0,U,30797,999,4025,0,-.118E-5,0
THEMIS E,2007-004E,2026-03-14T21:58:05.654208,0.87837250,.83577421,4.2866,99.4065,203.1037,54.3998,0,U,30798,999,6508,0,-.127E-5,0
ANIK F3,2007-009A,2026-03-14T16:29:55.649760,1.00272375,.00027127,0.9516,85.0467,275.4637,300.5550,0,U,31102,999,4561,0,-.1E-7,0
HAIYANG-1B,2007-010A,2026-03-14T21:24:05.530752,14.31001391,.00145371,98.3433,59.4264,118.2340,242.0313,0,U,31113,999,98714,.6757531E-4,.136E-5,0
SAUDISAT 3,2007-012B,2026-03-14T17:36:37.651968,14.71359097,.00149598,98.1355,24.1314,162.9043,197.2670,0,U,31118,999,1385,.78682828E-4,.436E-5,0
SAUDICOMSAT 7,2007-012C,2026-03-14T20:36:03.522240,14.65979761,.00567496,98.3687,46.1160,131.1906,229.4211,0,U,31119,999,861,.14985743E-3,.787E-5,0
SAUDICOMSAT 6,2007-012E,2026-03-14T21:07:58.904832,14.62441412,.00706337,98.3996,39.7067,260.3232,98.9985,0,U,31121,999,640,.15483797E-3,.758E-5,0
SAUDICOMSAT 5,2007-012H,2026-03-14T21:28:22.364256,14.68015159,.00487196,98.3398,46.9180,63.0102,297.6064,0,U,31124,999,976,.19501432E-3,.1085E-4,0
SAUDICOMSAT 3,2007-012J,2026-03-14T21:09:13.214880,14.70541283,.00390865,98.3056,47.4639,352.2741,7.7857,0,U,31125,999,1096,.22683422E-3,.1339E-4,0
SAUDICOMSAT 4,2007-012L,2026-03-14T20:46:32.461536,14.64387236,.00631934,98.3890,44.5739,191.9959,167.9741,0,U,31127,999,748,.13953753E-3,.705E-5,0
ASTRA 1L,2007-016A,2026-03-14T22:05:04.982784,1.00269291,.00036008,1.0765,82.3015,294.0191,102.9634,0,U,31306,999,4404,0,-.185E-5,0
GALAXY 17 (G-17),2007-016B,2026-03-14T21:47:51.635328,1.00271075,.00033862,2.7317,81.0945,283.9891,49.3934,0,U,31307,999,6885,0,-.206E-5,0
YAOGAN-2,2007-019A,2026-03-14T20:56:44.866464,14.82521794,.00197817,98.2781,291.2846,215.4361,144.5538,0,U,31490,999,1364,.12619848E-3,.959E-5,0
GLOBALSTAR M069,2007-020C,2026-03-14T22:30:59.782752,12.23468903,.00011501,52.0026,158.8879,314.8885,216.4499,0,U,31573,999,86726,-.12597347E-3,-.106E-5,0
GLOBALSTAR M072,2007-020D,2026-03-14T22:38:40.808832,11.91656086,.00015251,51.9968,351.1494,109.0794,331.0702,0,U,31574,999,86374,.13036083E-3,-.75E-6,0
COSMO-SKYMED 1,2007-023A,2026-03-14T22:42:59.017824,14.96585322,.00016123,97.8883,265.0209,94.2404,265.9002,0,U,31598,999,1569,.45841687E-3,.5161E-4,0
TERRASAR-X,2007-026A,2026-03-14T12:56:09.892896,15.19147382,.00018394,97.4465,82.5928,80.8685,279.2758,0,U,31698,999,3885,.53827202E-4,.1063E-4,0
COSMOS 2428,2007-029A,2026-03-14T16:51:58.224672,14.12947092,.00093226,70.9438,192.8215,272.0203,87.9851,0,U,31792,999,96480,.32487032E-4,.13E-6,0
DIRECTV 10,2007-032A,2026-03-14T22:05:19.959360,0.98339793,.00068001,0.1575,98.1311,281.5168,100.6857,0,U,31862,999,4464,0,-.191E-5,0
WORLDVIEW-1 (WV-1),2007-041A,2026-03-14T22:53:04.507296,15.23714602,.00031587,97.3811,195.0564,51.0948,309.0570,0,U,32060,999,2852,.39833095E-3,.9502E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-03-14T19:38:11.569344,0.99053301,.00042183,3.3179,79.8217,210.3482,357.5384,0,U,32253,999,6751,0,-.152E-5,0
WGS F1 (USA 195),2007-046A,2026-03-14T21:59:57.974208,1.00270773,.00008203,0.0750,87.2187,290.1203,82.6290,0,U,32258,999,5139,0,-.268E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-03-13T23:50:57.660288,2.00560318,.01636875,54.0235,83.9876,86.0468,275.8750,0,U,32260,999,13490,0,.3E-6,0
GLOBALSTAR M066,2007-048C,2026-03-14T22:14:57.432768,12.30386797,.00042968,51.9613,328.5094,196.7764,244.4949,0,U,32265,999,84862,.57628437E-4,-.88E-6,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-03-14T03:00:53.294976,2.13104275,.00016336,65.6294,319.1347,271.6855,88.3568,0,U,32275,999,14303,0,-.27E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2026-03-14T09:02:33.929376,2.13103436,.00103908,65.6451,319.2522,332.5388,164.3883,0,U,32276,999,14306,0,-.26E-6,0
YAOGAN-3,2007-055A,2026-03-14T22:42:00.703872,14.90390490,.00015689,97.8272,104.7321,81.9031,278.2365,0,U,32289,999,99182,.22365839E-3,.2122E-4,0
SKYNET 5B,2007-056B,2026-03-14T17:49:45.861888,1.00269814,.00039493,5.0122,74.6225,276.2892,113.9452,0,U,32294,999,6725,0,.142E-5,0
ASTRA 4A,2007-057A,2026-03-14T21:46:38.692992,1.00273151,.00024186,0.0321,290.5394,74.0888,139.3525,0,U,32299,999,5070,0,.32E-6,0
COSMO-SKYMED 2,2007-059A,2026-03-14T21:59:31.487424,14.82150520,.0001325,97.8868,258.8768,84.4803,275.6561,0,U,32376,999,98803,.83031894E-4,.609E-5,0
RADARSAT-2,2007-061A,2026-03-14T22:14:51.007200,14.29980654,.00012111,98.5821,82.1944,84.0763,276.0557,0,U,32382,999,95248,.5112089E-4,.88E-6,0
NAVSTAR 61 (USA 199),2007-062A,2026-03-13T01:25:28.658208,2.00554193,.00331869,55.1084,278.0153,160.7725,12.4048,0,U,32384,999,13358,0,.29E-6,0
HORIZONS-2,2007-063B,2026-03-14T21:50:58.835616,1.00272973,.00024078,2.3574,81.8084,279.7628,64.8974,0,U,32388,999,6686,0,-.253E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-03-14T17:39:04.019616,2.13101414,.00033511,64.3180,195.0989,68.6054,289.5556,0,U,32393,999,14175,0,.1E-7,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-03-11T11:00:42.021216,2.13100266,.00173889,64.3265,195.2806,6.1321,131.0155,0,U,32395,999,14164,0,.16E-6,0
THURAYA-3,2008-001A,2026-03-14T20:32:21.829344,1.00268829,.00022808,5.8292,35.6123,326.0883,217.2436,0,U,32404,999,6654,0,-.297E-5,0
THOR 5,2008-006A,2026-03-14T22:11:49.337376,1.00272776,.00027872,0.0469,253.1561,118.8462,132.7249,0,U,32487,999,6637,0,-.1E-6,0
AMC-14,2008-011A,2026-03-12T23:28:38.773056,1.00325880,.00480089,23.8935,21.6783,356.2650,186.5466,0,U,32708,999,6720,0,.106E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-03-13T09:54:44.053632,2.00569600,.02075071,54.4828,153.7522,246.3415,111.5080,0,U,32711,999,13183,0,-.12E-6,0
DIRECTV 11,2008-013A,2026-03-14T21:43:44.530464,1.00272242,.00003131,0.0054,42.1932,7.0247,350.0374,0,U,32729,999,4464,0,-.127E-5,0
ICO G1,2008-016A,2026-03-14T21:45:36.851328,1.00272945,.00029482,5.5140,36.3517,294.9630,74.7506,0,U,32763,999,6560,0,-.169E-5,0
VINASAT-1,2008-018A,2026-03-14T21:38:11.053248,1.00271866,.00024723,0.0370,279.8942,116.6858,232.4136,0,U,32767,999,6564,0,-.329E-5,0
STAR ONE C2,2008-018B,2026-03-14T21:53:28.596192,1.00275057,.00026604,0.9981,83.3333,272.5101,80.0274,0,U,32768,999,6570,0,-.277E-5,0
CARTOSAT-2A,2008-021A,2026-03-14T22:48:20.998656,14.79110037,.00131392,97.7771,125.8273,61.2612,298.9918,0,U,32783,999,96487,.64536811E-4,.428E-5,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-03-14T21:18:23.278752,15.08455682,.00090241,97.8206,53.4525,1.3773,358.7478,0,U,32785,999,97097,.56187443E-3,.8698E-4,0
CANX-2,2008-021H,2026-03-14T21:26:53.448288,15.04855872,.00107761,97.8552,51.9333,11.0468,349.0992,0,U,32790,999,97062,.46546862E-3,.6525E-4,0
SEEDS II (CO-66),2008-021J,2026-03-14T21:27:33.440256,15.29334206,.00006493,97.7514,67.5419,329.5812,30.5389,0,U,32791,999,97286,.87844482E-3,.2497E-3,0
AMOS-3,2008-022A,2026-03-14T22:10:56.920224,1.00271232,.0001372,0.2104,88.3531,187.2273,225.5548,0,U,32794,999,8139,0,-.36E-6,0
GALAXY 18 (G-18),2008-024A,2026-03-14T16:28:55.746048,1.00272948,.00030522,0.0185,109.4374,257.9816,289.1064,0,U,32951,999,4490,0,.24E-6,0
YUBILEINY (RS30),2008-025A,2026-03-14T22:32:05.895168,12.43176404,.00197151,82.5006,54.0562,153.8663,206.3416,0,U,32953,999,80798,.56665578E-3,.89E-6,0
COSMOS 2437,2008-025B,2026-03-15T00:28:18.761376,12.42757562,.00205219,82.4984,56.0007,171.5650,254.3409,0,U,32954,999,80767,.11042669E-2,.163E-5,0
COSMOS 2438,2008-025C,2026-03-14T23:16:48.189216,12.43367368,.00217029,82.4994,51.4564,147.2805,212.9624,0,U,32955,999,80812,.92169558E-3,.139E-5,0
COSMOS 2439,2008-025D,2026-03-15T00:05:23.822016,12.43068564,.00211255,82.5034,56.3350,157.4146,202.7868,0,U,32956,999,80801,.62962101E-3,.97E-6,0
FENGYUN 3A,2008-026A,2026-03-14T19:26:34.914048,14.19548123,.00095362,98.6801,16.4510,44.9303,315.2644,0,U,32958,999,92201,.73194052E-4,.111E-5,0
ZHONGXING-9,2008-028A,2026-03-13T19:15:25.189632,1.00270101,.00083743,0.5233,86.8156,249.5125,216.3123,0,U,33051,999,6508,0,-.249E-5,0
FGRST (GLAST),2008-029A,2026-03-14T20:35:15.451008,15.23378176,.00077768,25.5813,139.1902,294.3572,65.6154,0,U,33053,999,98143,.18085935E-3,.4765E-4,0
SKYNET 5C,2008-030A,2026-03-14T22:06:57.303648,1.00272032,.00051014,3.5462,78.1559,291.6239,116.6777,0,U,33055,999,6501,0,-.139E-5,0
TURKSAT 3A,2008-030B,2026-03-14T22:24:03.163680,1.00273156,.00047342,0.0442,83.7886,297.5439,169.1959,0,U,33056,999,5141,0,.145E-5,0
INTELSAT 25 (IS-25),2008-034A,2026-03-14T22:03:05.175360,1.00270300,.00032426,2.4628,81.4743,251.2711,139.0428,0,U,33153,999,6475,0,-.224E-5,0
ECHOSTAR 11,2008-035A,2026-03-14T21:40:44.816736,1.00272108,.00025441,0.7594,85.3190,257.3770,44.9987,0,U,33207,999,5026,0,-.57E-6,0
SUPERBIRD-C2,2008-038A,2026-03-14T17:42:48.661344,1.00269202,.00020596,2.1159,82.4680,5.2352,126.3399,0,U,33274,999,10478,0,-.306E-5,0
INMARSAT 4-F3,2008-039A,2026-03-13T09:47:37.352544,1.00270497,.00026925,4.2123,31.2449,332.2278,216.4564,0,U,33278,999,4558,0,-.138E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-03-14T23:06:37.614240,14.83738497,.00207023,97.6639,63.4887,87.6171,272.7414,0,U,33320,999,94443,.14272047E-3,.1133E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-03-14T23:00:10.268352,14.83119266,.00375136,97.6487,66.9328,130.8666,229.5809,0,U,33321,999,94444,.16783456E-3,.1333E-4,0
GEOEYE 1,2008-042A,2026-03-14T22:43:01.763616,14.64774540,.00036287,98.1198,149.0659,13.4702,346.6597,0,U,33331,999,93635,.11930045E-3,.588E-5,0
NIMIQ 4,2008-044A,2026-03-14T21:48:44.050752,1.00271205,.0002376,0.0210,117.1568,239.8827,60.6478,0,U,33373,999,6403,0,-.221E-5,0
GALAXY 19 (G-19),2008-045A,2026-03-14T21:44:21.970176,1.00271615,.00027893,0.0351,252.9875,113.6094,34.9968,0,U,33376,999,6395,0,-.14E-5,0
THEOS,2008-049A,2026-03-14T21:50:14.595360,14.20117750,.00010586,98.5695,134.2092,92.0828,268.0470,0,U,33396,999,90458,-.32350582E-4,-.111E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-03-14T23:14:17.207808,15.16143790,.00109694,97.8531,104.0316,344.3562,15.7329,0,U,33408,999,94868,.37269865E-3,.7127E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-03-14T23:13:47.778240,15.03918080,.0019589,97.8669,92.2867,5.5700,354.5739,0,U,33409,999,94858,.32147792E-3,.4385E-4,0
COSMO-SKYMED 3,2008-054A,2026-03-14T21:37:44.906016,15.06296868,.00147933,97.8411,290.8800,222.6772,137.3306,0,U,33412,999,94274,.43155383E-3,.6291E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-03-14T22:21:03.677184,14.30768058,.00145271,98.6170,101.3551,54.8519,305.4022,0,U,33433,999,90532,.92395681E-4,.198E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-03-14T23:41:55.552128,14.30131336,.00152894,98.6251,101.1521,59.5828,300.6863,0,U,33434,999,90515,-.21772993E-4,-.1E-5,0
ASTRA 1M,2008-057A,2026-03-14T20:34:51.136320,1.00273280,.00015876,0.0566,69.1361,3.9085,67.3083,0,U,33436,999,4479,0,.119E-5,0
YAOGAN-4,2008-061A,2026-03-14T17:06:38.885184,14.82996045,.00149978,97.9249,7.9665,23.9490,336.2418,0,U,33446,999,93166,.20577131E-3,.1621E-4,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-03-14T21:57:43.189344,1.00270588,.00038646,2.7065,80.3110,287.1411,84.2013,0,U,33459,999,4640,0,-.282E-5,0
GOSAT (IBUKI),2009-002A,2026-03-13T06:35:09.082752,14.67545339,.0001121,98.0769,184.6184,83.0514,277.0818,0,U,33492,999,91739,.5959863E-4,.29E-5,0
STARS (KUKAI),2009-002G,2026-03-14T17:42:57.488832,14.95001514,.00100203,98.1468,17.2944,115.5075,244.7182,0,U,33498,999,92436,.55753185E-3,.6042E-4,0
KKS-1 (KISEKI),2009-002H,2026-03-14T20:42:59.827680,14.82852034,.00066653,98.1183,354.8369,230.3696,129.6929,0,U,33499,999,92221,.26768398E-3,.2113E-4,0
EXPRESS-AM44,2009-007A,2026-03-14T22:08:57.111936,1.00272418,.00042051,3.2197,79.5528,275.5884,138.6292,0,U,33595,999,5134,0,-.88E-6,0
NSS-9,2009-008A,2026-03-14T19:38:56.498208,1.00272832,.00020775,1.0160,83.5742,268.0897,298.5616,0,U,33749,999,6257,0,.71E-6,0
TELSTAR 11N,2009-009A,2026-03-14T01:29:04.359264,1.00269997,.00024462,0.0189,150.5232,197.1653,168.6936,0,U,34111,999,4529,0,-.251E-5,0
NAVSTAR 63 (USA 203),2009-014A,2026-03-14T19:04:32.232864,2.00555568,.01449267,54.5027,214.4379,61.4895,281.6197,0,U,34661,999,12438,0,.11E-6,0
WGS F2 (USA 204),2009-017A,2026-03-13T17:22:45.995808,1.00270387,.00002813,0.0226,149.7000,266.2339,73.6108,0,U,34713,999,4466,0,0,0
SES-7 (PROTOSTAR 2),2009-027A,2026-03-14T22:42:53.857152,1.00271269,.00015604,0.0368,79.2683,240.2592,302.0050,0,U,34941,999,6168,0,-.346E-5,0
MEASAT-3A,2009-032A,2026-03-14T21:15:02.282976,1.00272091,.00029569,0.0405,336.9290,20.7172,293.5860,0,U,35362,999,708,0,-.111E-5,0
GOES 14,2009-033A,2026-03-14T17:59:47.033952,1.00103496,.00016794,1.4444,84.2599,274.2567,279.3050,0,U,35491,999,564,0,.109E-5,0
FM-5,2009-034A,2026-03-13T13:16:25.957344,1.00271903,.00003665,0.0363,265.9840,290.5354,87.6024,0,U,35493,999,4568,0,-.2E-5,0
TERRESTAR-1,2009-035A,2026-03-14T21:40:29.841024,1.00273127,.00030588,5.1043,48.8292,311.5448,26.2568,0,U,35496,999,6118,0,-.54E-6,0
COSMOS 2451,2009-036A,2026-03-14T22:03:12.206592,12.40868176,.00076704,82.4911,150.8573,62.5472,297.6386,0,U,35498,999,75595,-.43906464E-4,.4E-7,0
COSMOS 2453,2009-036C,2026-03-14T22:37:51.916800,12.41518016,.00070372,82.4909,146.4562,22.0731,338.0650,0,U,35500,999,75628,-.28153403E-4,.6E-7,0
DEIMOS-1,2009-041A,2026-03-14T21:41:03.015168,14.75126070,.00024656,97.7265,235.2815,110.5237,249.6238,0,U,35681,999,89298,.14500088E-3,.931E-5,0
DUBAISAT-1,2009-041B,2026-03-14T22:22:48.947808,14.74923192,.00107361,97.9882,208.3160,20.4577,339.7060,0,U,35682,999,89120,.21465635E-3,.1392E-4,0
UK-DMC 2,2009-041C,2026-03-14T22:10:57.237312,14.75864085,.00011852,97.8656,211.2878,97.6680,262.4664,0,U,35683,999,89266,.12876999E-3,.834E-5,0
APRIZESAT 4,2009-041D,2026-03-14T18:43:31.828800,14.83720177,.00420703,98.1477,147.2074,267.6667,91.9729,0,U,35684,999,89736,.12465792E-3,.987E-5,0
NANOSAT 1B,2009-041E,2026-03-14T20:28:14.193984,14.92743573,.00509314,98.1029,189.6622,114.7511,245.9020,0,U,35685,999,90034,.27710912E-3,.2871E-4,0
APRIZESAT 3,2009-041F,2026-03-14T22:17:10.692672,14.95920075,.00623162,98.1899,222.7300,19.2064,341.1484,0,U,35686,999,90228,.16338335E-3,.1833E-4,0
ASIASAT 5,2009-042A,2026-03-14T22:40:46.560576,1.00273592,.00016846,0.0200,127.5629,213.6555,272.0190,0,U,35696,999,6076,0,-.308E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-03-14T03:21:01.123776,2.00559870,.00519138,56.1545,31.1853,80.7257,99.4378,0,U,35752,999,12145,0,-.54E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-03-14T21:44:15.660384,1.00271276,.00010324,0.0308,266.2908,82.1328,282.1909,0,U,35755,999,6066,0,-.329E-5,0
OPTUS D3,2009-044B,2026-03-14T16:05:50.459424,1.00272382,.00029217,0.8796,269.6834,82.9770,217.2064,0,U,35756,999,6061,0,-.148E-5,0
NIMIQ 5,2009-050A,2026-03-14T21:51:21.299616,1.00271481,.00026872,0.0240,246.5141,114.2807,66.8599,0,U,35873,999,6039,0,-.258E-5,0
OCEANSAT-2,2009-051A,2026-03-14T21:49:11.379936,13.99641585,.001747,98.2283,70.1958,136.8052,223.4488,0,U,35931,999,86614,.2909556E-3,.388E-5,0
